phrase_number,composition_number,start_measure,cadence_role_cantz,cadence_alter,cadence_final_tone,stop_measure,cadence_role_tenz,cadence_kind,cadence_final_tone_before,cadence_final_tone_after,cadence_kind_before,cadence_kind_after,final_cadence
"DC0318.3: Difficille est au tiers poinct approcher,",DC0318: Ung doulx baiser m'est bien permis de prendre,15,Ct,Displaced,C,15,T,Authentic,F+C,F,Authentic+Authentic,Authentic,F
"DC0318.1: Un doulx baiser m'est bien permis de prendre,",DC0318: Ung doulx baiser m'est bien permis de prendre,7,S,Evaded,F,7,T,Authentic,None,C+C,None,Authentic+Authentic,F
"DC0317.7: Prens reconfort ou vis en l'esperance,","DC0317: En l'eau, en l'eau jette toy vistement",28,T,"Displaced, Inverted, Evaded",F,29,Ct,Authentic,C,None,Authentic,None,F
"DC0317.6: Ne te laissant avoir ce que pretends,","DC0317: En l'eau, en l'eau jette toy vistement",23,T,Displaced,C,24,B,Authentic,G,F,Authentic,Authentic,F
"DC0317.5: Doncq' si ennuy te tient en tel' souffrance,","DC0317: En l'eau, en l'eau jette toy vistement",20,S,None,G,21,T,Authentic,F+F,C,Authentic+Authentic,Authentic,F
"DC0317.2: Et tu auras de ton mal allegeance,","DC0317: En l'eau, en l'eau jette toy vistement",8,S,None,F,9,T,Authentic,D+D,G,Plagal+Plagal,Authentic,F
"DC0317.1: En l'eau en l'eau jettes toy vistement,","DC0317: En l'eau, en l'eau jette toy vistement",3,None,None,D,4,None,Plagal,None,F+F,None,Authentic+Authentic,F
DC0316.8: Pour augmenter l'amytié immortelle.,DC0316: Comme le feu sans chaleur ne peut estre,55,S,None,F,55,T,Authentic,F,None,Authentic,None,F
"DC0316.7: Le corps sera par l'ame retirer,",DC0316: Comme le feu sans chaleur ne peut estre,46,S,None,F,47,T,Authentic,F,F,Authentic,Authentic,F
DC0316.6: Rompoit les liens de la vie mortelle,DC0316: Comme le feu sans chaleur ne peut estre,40,S,None,F,41,T,Authentic,G+G,F+F,CAD NDLT+Authentic,Authentic+Authentic,F
"DC0316.5: Et si la mort que faict tout d'esperer,",DC0316: Comme le feu sans chaleur ne peut estre,28,T,"Displaced, Inverted, Evaded",F,29,Ct,CadInCad,F+C+F,F,Authentic+Authentic+Authentic,Authentic,F
"DC0316.4: Ne veult ailleurs fors qu'en toy demeurer,",DC0316: Comme le feu sans chaleur ne peut estre,24,None,"Displaced, Incomplete",F,25,B,Authentic,F+F,F+F+F,Authentic+Authentic,CadInCad+Authentic+CadInCad,F
"DC0316.3: Aussi l'esprit n'ayant lieu ou se mettre,",DC0316: Comme le feu sans chaleur ne peut estre,20,Ct,"Displaced, Incomplete, Evaded",F,21,None,Authentic,F+F,F+C+F,Authentic+Authentic,Authentic+Authentic+Authentic,F
DC0316.2: Ny bon vouloir d'amytié separer.,DC0316: Comme le feu sans chaleur ne peut estre,14,S,None,F,15,T,Authentic,F,F+F,Authentic,Authentic+Authentic,F
"DC0316.1: Comme le feu sans chaleur ne veult estre,",DC0316: Comme le feu sans chaleur ne peut estre,6,S,,F,8,T,CadInCad,None,F,None,Authentic,F
DC0315.3: Si à bon droict ce renom l'on lui donne:,DC0315: Plus je la voy de beaucoup estimée,17,S,,A,18,T,Phrygian,B-flat,None,Authentic,None,A
"DC0315.2: Plus tout mon coeur à la servir s'addonne,",DC0315: Plus je la voy de beaucoup estimée,12,S,None,B-flat,13,T,Authentic,G,A+D,Authentic,Phrygian+Plagal,A
"DC0315.1: Plus je la voy de beaucoup estimée,",DC0315: Plus je la voy de beaucoup estimée,7,S,None,G,8,T,Authentic,None,B-flat,None,Authentic,A
DC0314.8: Et mon cœur qui vault mieulx.,DC0314: Ma bouche n'ose dire/ Mon apparent desir,24,S,None,G,26,T,Authentic,B-flat,None,Authentic,None,G
"DC0314.7: T'abandonnant mon bien,",DC0314: Ma bouche n'ose dire/ Mon apparent desir,20,T,Displaced,B-flat,21,B,Authentic,D,G+G+G,Plagal,Authentic+Authentic+Authentic,G
"DC0314.6: Et seray en tous lieux,",DC0314: Ma bouche n'ose dire/ Mon apparent desir,17,None,None,D,18,None,Plagal,F+F,B-flat,Authentic+Authentic,Authentic,G
"DC0314.5: Mais c'est que je suis tien,",DC0314: Ma bouche n'ose dire/ Mon apparent desir,14,S,None,F,16,T,Authentic,G,D,Authentic,Plagal,G
"DC0314.2: Mon apparent desir,",DC0314: Ma bouche n'ose dire/ Mon apparent desir,6,S,None,G,7,T,Authentic,D,F+F+F,Plagal,Authentic+CadInCad+Authentic,G
DC0314.1: Ma bouche n'ose dire,DC0314: Ma bouche n'ose dire/ Mon apparent desir,4,None,None,D,4,None,Plagal,None,D,None,Plagal,G
DC0313.14: Quand je suis saoul de devaller.,DC0313: Un jeune moine bien adroit,60,S,,G,63,T,Authentic,D,None,Authentic,None,G
"DC0313.13: Non dict il, mais fault, que je monte,",DC0313: Un jeune moine bien adroit,54,S,None,D,55,T,Authentic,G+G,G,Authentic+Authentic,Authentic,G
DC0313.12: Est-ce ainsi que sçavez prescher:,DC0313: Un jeune moine bien adroit,47,Ct,"Displaced, Inverted",G,48,S,Authentic,D+D,D,Authentic+Authentic,Authentic,G
"DC0313.11: Ha moine que Dieu vous confonde,",DC0313: Un jeune moine bien adroit,44,S,Displaced,D,45,Ct,Authentic,D+D,G+G,Authentic+Authentic,Authentic+Authentic,G
"DC0313.10: Et luy commence à remonstrer,",DC0313: Un jeune moine bien adroit,39,S,Displaced,D,40,Ct,Authentic,D,D+D,Authentic,Authentic+Authentic,G
"DC0313.7: Luy serre de pres sa croppiere,",DC0313: Un jeune moine bien adroit,30,S,None,D,31,T,Authentic,B-flat,D+D,Authentic,Authentic+Authentic,G
"DC0313.6: Seul se voyant, et loing du monde,",DC0313: Un jeune moine bien adroit,27,S,None,B-flat,28,T,Authentic,D,D,Authentic,Authentic,G
"DC0313.5: Le moine eschauffé du derriere,",DC0313: Un jeune moine bien adroit,24,S,None,D,25,T,Authentic,G+G,B-flat,Authentic+Authentic,Authentic,G
"DC0313.2: Aux champs trouva une meusniere,",DC0313: Un jeune moine bien adroit,10,S,,G,11,T,Authentic,D+D,D,Authentic+Authentic,Authentic,G
"DC0313.1: Un jeune moine bien adroit,",DC0313: Un jeune moine bien adroit,6,S,,D,8,T,Authentic,D+D,G+G,Authentic+Authentic,Authentic+Authentic,G
"DC0312.2: A ce pelerin estrangier,",DC0312: Faictes si vous plaist vostre aumosne,6,None,None,D,7,None,Plagal,G,None,Authentic,None,D
"DC0312.1: Faictes si vous plaist vostre aumosne,",DC0312: Faictes si vous plaist vostre aumosne,3,S,None,G,4,T,Authentic,None,D+D,None,Plagal+Plagal,D
"DC0311.8: De tousjours tendre, et elle de bailler.",DC0311: Un vieil souldard prioit une fillette,33,S,None,G,35,T,Authentic,D,None,Phrygian,None,G
DC0311.7: Monsieur respond qui n'a pas entendu,DC0311: Un vieil souldard prioit une fillette,29,Ct,"Displaced, Incomplete, Evaded",D,30,None,Authentic,G,D,Authentic,Phrygian,G
"DC0311.6: Et puis apres madame de railler,",DC0311: Un vieil souldard prioit une fillette,25,S,,B-flat,26,T,CadInCad,D,G,Authentic,Authentic,G
"DC0311.5: Mais à la fin perdit tout estendu,",DC0311: Un vieil souldard prioit une fillette,22,S,None,D,22,T,Authentic,G+D,B-flat+B-flat,Authentic+Authentic,CadInCad+CadInCad,G
"DC0311.2: Qu'elle fit butte pour un sien arc tendu,",DC0311: Un vieil souldard prioit une fillette,9,S,None,G,9,T,Authentic,D+D+G,D+D,Plagal+Plagal+Authentic,Authentic+Authentic,G
"DC0311.1: Un vieil soudard prioit une fillette,",DC0311: Un vieil souldard prioit une fillette,5,None,None,D,6,None,Plagal,None,G+G,None,Authentic+Authentic,G
DC0310.8: Incontinant Mort le fera sçavoir.,DC0310: Celer ne puis ny dire le tourment,29,S,None,G,30,T,Authentic,D,None,CadInCad,None,G
"DC0310.7: En le celant si par trop je l'endure,",DC0310: Celer ne puis ny dire le tourment,23,T,"Displaced, Inverted, Evaded",D,25,Ct,CadInCad,D,G,Authentic,Authentic,G
"DC0310.6: De faire ainsi mon secret apparoir,",DC0310: Celer ne puis ny dire le tourment,18,S,None,D,19,T,Authentic,B-flat,D,Authentic,CadInCad,G
"DC0310.5: Si je le dy la peine sera dure,",DC0310: Celer ne puis ny dire le tourment,14,S,None,B-flat,15,T,Authentic,G+G,D,Authentic+Authentic,Authentic,G
"DC0310.2: Que sent mon coeur, et fault que plus il dure,",DC0310: Celer ne puis ny dire le tourment,9,S,,G,11,T,Authentic,D,B-flat,Phrygian,Authentic,G
"DC0310.1: Celer ne puis ny dire le tourment,",DC0310: Celer ne puis ny dire le tourment,5,T,Displaced,D,6,B,Phrygian,None,G+G,None,Authentic+Authentic,G
DC0309.8: Il n'est que fin noir de Paris.,DC0309: Belle comere Dieu vous gard,19,S,None,G,20,T,Authentic,D,None,Phrygian,None,G
"DC0309.6: En tient aussi faicte par ris,",DC0309: Belle comere Dieu vous gard,14,Ct,Displaced,D,14,B,Phrygian,G,G+G,Authentic,Authentic+Authentic,G
DC0309.4: de resjouir de nuict nature ,DC0309: Belle comere Dieu vous gard,9,S,None,G,9,T,Authentic,F,D,Authentic,Phrygian,G
DC0309.3: Je croy sur tout qu'ayez esgard,DC0309: Belle comere Dieu vous gard,6,Ct,Displaced,F,7,B,Authentic,G,G,Authentic,Authentic,G
"DC0309.2: Et doit tousjours bonne adventure,",DC0309: Belle comere Dieu vous gard,4,S,None,G,5,T,Authentic,D,F,Phrygian,Authentic,G
"DC0309.1: Belle commere Dieu vous gard,",DC0309: Belle comere Dieu vous gard,2,Ct,Displaced,D,2,B,Phrygian,None,G,None,Authentic,G
"DC0308.10: La larme à l'oeil, sans que ma bouche s'ouvre.",DC0308: Faire ne puis sans dueil & desplaisir,46,S,None,G,47,T,Authentic,D,None,Phrygian,None,G
DC0308.9: En ce tourment adieu je vous viens dire,DC0308: Faire ne puis sans dueil & desplaisir,39,Ct,Displaced,D,40,B,Phrygian,D,G,Phrygian,Authentic,G
DC0308.8: Qui ne permet que mon mal je descouvre ,DC0308: Faire ne puis sans dueil & desplaisir,32,Ct,Displaced,D,33,B,Phrygian,G+G,D,Authentic+CadInCad,Phrygian,G
"DC0308.7: Las je veulx trop mais craincte me retire,",DC0308: Faire ne puis sans dueil & desplaisir,28,S,,G,29,T,Authentic,A+D+G,D,Phrygian+Phrygian+CadInCad,Phrygian,G
DC0308.6: Dont entre deux convient que je souspire ,DC0308: Faire ne puis sans dueil & desplaisir,22,S,,A,23,T,Phrygian,B-flat,G+G+G,Authentic,CadInCad+Authentic+CadInCad,G
"DC0308.5: Un bien me rit, et l'autre me menasse,",DC0308: Faire ne puis sans dueil & desplaisir,17,S,None,B-flat,18,T,Authentic,G,A+D,Authentic,Phrygian+Phrygian,G
"DC0308.2: Ce qu'il convient, et force est que je fasse,",DC0308: Faire ne puis sans dueil & desplaisir,13,S,None,G,14,T,Authentic,D,B-flat,Phrygian,Authentic,G
"DC0308.1: Faire ne puis sans dueil, et desplaisir,",DC0308: Faire ne puis sans dueil & desplaisir,6,Ct,Displaced,D,7,B,Phrygian,None,G,None,Authentic,G
DC0307.10: Luy dict amy mourez je suis contente.,DC0307: Du jeu d'aymer Martin fort curieux,39,S,None,G,40,T,Authentic,G+G,None,Authentic+Authentic,None,G
"DC0307.9: Car sans vouloir de son mal s'enquerir,",DC0307: Du jeu d'aymer Martin fort curieux,28,T,"Inverted, Evaded",G,28,S,Authentic,B-flat,D,Authentic,Plagal,G
"DC0307.8: Si l'embrassa, se monstrant fort constante,",DC0307: Du jeu d'aymer Martin fort curieux,25,S,Displaced,B-flat,26,Ct,Authentic,D,B-flat,Phrygian,Authentic,G
DC0307.7: La garse prompte pour l'amy secourir,DC0307: Du jeu d'aymer Martin fort curieux,22,Ct,Displaced,D,22,B,Phrygian,D+D,D,Plagal+Plagal,Phrygian,G
"DC0307.6: Soustenez moy, car pour vous vois mourir:",DC0307: Du jeu d'aymer Martin fort curieux,19,None,None,D,20,None,Plagal,G,D+D,Authentic,Phrygian+Phrygian,G
DC0307.5: Puis s'approcha disant gente pucelle,DC0307: Du jeu d'aymer Martin fort curieux,15,S,Incomplete,G,15,T,Authentic,D,D+D,Plagal,Plagal+Plagal,G
"DC0307.2: Disoit un jour à sa dame rebelle,",DC0307: Du jeu d'aymer Martin fort curieux,10,None,None,D,11,None,Plagal,B-flat,D+D,Authentic,Plagal+Plagal,G
"DC0307.1: Du jeu d'aymer Martin fort curieux,",DC0307: Du jeu d'aymer Martin fort curieux,5,S,"Displaced, Evaded",B-flat,6,Ct,Authentic,D+D,D+D+D,Plagal+Authentic,Plagal+Plagal+Plagal,G
DC0306.6: Pour endurer un mal si doucement.,DC0306: Elle disoit : faictes tout bellement,31,S,None,G,31,T,Authentic,G+G+G,None,CadInCad+Authentic+Authentic,None,G
DC0306.5: Ne craignez point que demeure affollée,DC0306: Elle disoit : faictes tout bellement,21,None,None,D,22,None,Plagal,D,G+G+G,Authentic,CadInCad+Authentic+Authentic,G
"DC0306.4: Dict tost las frapez hardiment,",DC0306: Elle disoit : faictes tout bellement,15,S,None,D,16,T,Authentic,B-flat+B-flat+B-flat,D,Authentic+Authentic+Authentic,Authentic,G
DC0306.3: Mais puis apres se sentant eschaufée,DC0306: Elle disoit : faictes tout bellement,11,T,"Displaced, Incomplete",B-flat,12,None,Authentic,G+G,D,Authentic+Authentic,Authentic,G
"DC0306.2: Hay mon amy j'ay la cuisse escorchée,",DC0306: Elle disoit : faictes tout bellement,7,S,None,G,8,T,Authentic,D,B-flat+B-flat+B-flat,Authentic,Authentic+Authentic+Authentic,G
"DC0306.1: Elle disoit faictes tout bellement,",DC0306: Elle disoit : faictes tout bellement,3,B,"Displaced, Inverted",D,3,Ct,Authentic,None,G+G,None,Authentic+Authentic,G
DC0305.8: que pour un coup en vouldras trois.,"DC0305: Sus, sus, ma seur, prendz bon couraige",41,S,None,D,42,T,CadInCad,D+D,None,Authentic+Authentic,None,D
"DC0305.7: Venant la seconde, Je croy","DC0305: Sus, sus, ma seur, prendz bon couraige",32,Ct,Displaced,A,33,B,Authentic,F,D,Authentic,Authentic,D
"DC0305.6: Quand tu l'auras faict une fois,","DC0305: Sus, sus, ma seur, prendz bon couraige",27,S,None,F,28,T,Authentic,A+A+A,A+A,Authentic+Authentic+Authentic,Authentic+Phrygian,D
"DC0305.5: Je te promets en bonne foy,","DC0305: Sus, sus, ma seur, prendz bon couraige",21,S,None,A,22,T,Authentic,D+D,F,Authentic+Authentic,Authentic,D
DC0305.4: J'estois aussi jeune que toy.,"DC0305: Sus, sus, ma seur, prendz bon couraige",16,S,,D,18,T,Authentic,A,A+A+A,Phrygian,Authentic+Authentic+Authentic,D
"DC0305.3: Quand je fus mise en mariage,","DC0305: Sus, sus, ma seur, prendz bon couraige",13,Ct,Displaced,A,13,B,Phrygian,D,D+D,Authentic,Authentic+Authentic,D
"DC0305.2: Tu n'en mouras non plus que moy,","DC0305: Sus, sus, ma seur, prendz bon couraige",8,S,None,D,8,T,Authentic,A+D,A,Authentic+Authentic,Phrygian,D
"DC0305.1: Sus sus ma soeur prens bon couraige,","DC0305: Sus, sus, ma seur, prendz bon couraige",4,S,None,A,5,T,Authentic,A,D+D,Authentic,Authentic+Authentic,D
DC0304.11: Et ma bouche contente de se taire.,DC0304: Poste esgaré par trop adventureux,47,S,,D,48,T,Authentic,A+A,None,Authentic+Authentic,None,D
"DC0304.10: Lors tu seras exempt de lamenter,",DC0304: Poste esgaré par trop adventureux,35,T,"Displaced, Incomplete",A,36,None,Authentic,A,E,Authentic,CadInCad,D
"DC0304.9: Que mon parler il luy plaise escouter,",DC0304: Poste esgaré par trop adventureux,30,B,"Displaced, Inverted",A,30,Ct,Authentic,C,A+A+E,Authentic,Authentic+Authentic+Phrygian,D
"DC0304.7: D'ennuy facheux tu las sçeu tormenter,",DC0304: Poste esgaré par trop adventureux,24,Ct,Displaced,C,24,B,Authentic,A+A+C,A,Authentic+Authentic+CAD NDLT,Authentic,D
"DC0304.6: Et de present de plaisir contenter,",DC0304: Poste esgaré par trop adventureux,20,Ct,Displaced,A,20,B,Authentic,A+A+A,A+A,Authentic+Authentic+Authentic,Authentic+Authentic,D
"DC0304.5: Faisant au coeur ton amoureux message,",DC0304: Poste esgaré par trop adventureux,17,T,"Displaced, Incomplete",A,18,None,Authentic,D,A+A+A,Authentic,Authentic+Authentic+Authentic,D
"DC0304.2: Pour esmouvoir liberté de couraige,",DC0304: Poste esgaré par trop adventureux,13,S,None,D,13,T,Authentic,A+D,A+A+A,Phrygian+Authentic,Authentic+Authentic+Authentic,D
"DC0304.1: Poste esgaré par trop adventureux,",DC0304: Poste esgaré par trop adventureux,7,S,None,A,8,T,CadInCad,None,A,None,Phrygian,D
DC0303.8: Povez mon mal et mon tourment.,DC0303: Si mon grand mal ne peult finir,28,S,None,D,28,T,Authentic,D,D,Authentic,Authentic,D
"DC0303.7: Et si se meurt  Par ce cognoistre,",DC0303: Si mon grand mal ne peult finir,19,T,Inverted,D,20,S,Authentic,E,D+D+D,Phrygian,Authentic+Authentic+Authentic,D
"DC0303.6: En vous voyant vit seulement,",DC0303: Si mon grand mal ne peult finir,14,S,None,F,15,T,Authentic,A,E,Authentic,Phrygian,D
"DC0303.5: Las l'œil de mon coeur la fenestre,",DC0303: Si mon grand mal ne peult finir,12,S,,A,13,T,Authentic,D+A,F,Authentic+Authentic,Authentic,D
"DC0303.2: Si non par vous mais tousjours croistre,",DC0303: Si mon grand mal ne peult finir,7,S,None,D,8,T,Authentic,F,A+A,Authentic,Authentic+Authentic,D
"DC0303.1: Si mon grand mal ne peult finir,",DC0303: Si mon grand mal ne peult finir,3,S,None,F,4,T,Authentic,None,D,None,Authentic,D
DC0302.8: Languir en trauail et tristesse.,DC0302: Sans avoir faict nul desplaisir,63,S,None,D,64,T,Authentic,D+D,None,Authentic+Authentic,None,D
DC0302.7: Qu'il me convient loing de ses yeux,DC0302: Sans avoir faict nul desplaisir,53,S,None,A,55,T,Authentic,E+E,D+D,Phrygian+Phrygian,Authentic+Authentic,D
DC0302.6: Dont ie sens au coeur telle oppresse,DC0302: Sans avoir faict nul desplaisir,47,S,,E,48,T,Phrygian,F,A,Authentic,Authentic,D
DC0302.5: Plus n'ay ce maintien gracieux,DC0302: Sans avoir faict nul desplaisir,43,S,None,F,44,T,Authentic,D,E+E,Authentic,Phrygian+Phrygian,D
DC0302.4: Par le pourchas des enuieux,DC0302: Sans avoir faict nul desplaisir,29,T,"Displaced, Inverted",D,32,Ct,Authentic,A,F,Authentic,Authentic,D
DC0302.3: Je suis priué de mon desir,DC0302: Sans avoir faict nul desplaisir,23,T,Displaced,A,24,B,Authentic,D,D,Authentic,Authentic,D
"DC0302.2: A celle que i'ayme le myeulx,",DC0302: Sans avoir faict nul desplaisir,14,S,None,A,15,T,Authentic,None,D,None,Authentic,D
DC0301.12: Car ce que je fais est pour vous.,DC0301: Maistre Lubin de sang rassis,50,S,None,D,51,T,Authentic,C+D,None,Authentic+Authentic,None,D
"DC0301.11: Maistre Lubin las serrez moy,",DC0301: Maistre Lubin de sang rassis,46,Ct,Displaced,C,47,B,Authentic,A+A+A,D+D,Phrygian+Phrygian+Phrygian,Authentic+Authentic,D
DC0301.10: En les faisant disois tout doulz,DC0301: Maistre Lubin de sang rassis,41,B,"Displaced, Inverted",A,42,S,Phrygian,D,C,Authentic,Authentic,D
"DC0301.8: C'est votre façon par ma foy,",DC0301: Maistre Lubin de sang rassis,32,S,None,D,33,T,Authentic,D,A+A+A,Authentic,Phrygian+Phrygian+Phrygian,D
"DC0301.6: Ne le celle, et me dictz vray ",DC0301: Maistre Lubin de sang rassis,25,S,None,A,26,T,Authentic,D,A,Authentic,Authentic,D
"DC0301.4: Je te prix compte la manière,",DC0301: Maistre Lubin de sang rassis,14,S,None,D,15,T,Authentic,D,D,Authentic,Authentic,D
"DC0301.2: Dict un jour à la chambriere,",DC0301: Maistre Lubin de sang rassis,7,S,"Displaced, Evaded",D,8,Ct,Authentic,D,D,Authentic,Authentic,D
DC0226.10: Dont ce sainct feu toute memoire efface.,DC0226: Amour remply de pitié et de zelle,36,S,None,G,39,T,Authentic,D,None,Authentic,None,G
"DC0226.7: Le tout il mist en un feu si nouveau,",DC0226: Amour remply de pitié et de zelle,20,Ct,"Displaced, Inverted, Evaded",D,21,S,Authentic,G,G+G,Authentic,Authentic+Authentic,G
"DC0226.6: Aussi l'espés, et ignorant bandeau,",DC0226: Amour remply de pitié et de zelle,17,S,"Incomplete, Evaded",G,17,T,Authentic,G+G,D,Authentic+Authentic,Authentic,G
"DC0226.3: En l'arrachant du corps trop tendre et beau,",DC0226: Amour remply de pitié et de zelle,16,S,None,G,16,T,Authentic,D+G,G,Plagal+Authentic,Authentic,G
"DC0226.2: D'amour mourant toucha la legière aesle,",DC0226: Amour remply de pitié et de zelle,9,None,None,D,10,None,Plagal,C,G+G,Authentic,Authentic+Authentic,G
"DC0226.1: Amour rempli de pitié, et de zelle,",DC0226: Amour remply de pitié et de zelle,5,Ct,"Displaced, Incomplete",C,6,None,Authentic,None,D,None,Plagal,G
DC0225.10: Aultre que vous que fault que batte l'enclume.,DC0225: Un forgeron aussi vieulx que le temps,34,S,None,G,35,T,Authentic,C,None,Authentic,None,G
DC0225.9: Puis ell’ a dit pour cest oeuvre parfaire,DC0225: Un forgeron aussi vieulx que le temps,30,T,"Displaced, Incomplete",C,31,None,Authentic,G+G,G,Authentic+Authentic,Authentic,G
"DC0225.8: Et son congnet se ploya comme plume,",DC0225: Un forgeron aussi vieulx que le temps,25,S,"Displaced, Incomplete",G,26,None,Authentic,G,C,Authentic,Authentic,G
"DC0225.7: Lors en forgeant ses marteaux vont deffaire,",DC0225: Un forgeron aussi vieulx que le temps,20,Ct,"Displaced, Evaded",G,21,B,Authentic,C,G+G,Authentic,Authentic+Authentic,G
"DC0225.6: Que de sa part son devoir vouloit faire,",DC0225: Un forgeron aussi vieulx que le temps,17,S,None,C,17,T,Authentic,G+C,G,Authentic+Authentic,Authentic,G
DC0225.5: Elle respond qui point ne fut rebelle,DC0225: Un forgeron aussi vieulx que le temps,11,Ct,Displaced,G,12,B,Authentic,G,C+C,Authentic,Authentic+Authentic,G
DC0225.2: Prioit d'amours un jour sa damoiselle,DC0225: Un forgeron aussi vieulx que le temps,7,S,None,G,8,T,Authentic,C,G,Authentic,Authentic,G
DC0225.1: Un forgeron aussi vieulx que le temps,DC0225: Un forgeron aussi vieulx que le temps,3,S,None,C,3,T,Authentic,None,G,None,Authentic,G
DC0224.5: Sur la verdure.,"DC0224: Sur la verdure du pré florissant, m'amye ouy",24,None,None,F,25,None,Plagal,C+C,None,Authentic+Authentic,None,F
DC0224.4: Quant vis qu'aultre d'elle estoit jouyssant.,"DC0224: Sur la verdure du pré florissant, m'amye ouy",23,S,None,C,23,T,Authentic,F+C,F,Plagal+Authentic,Plagal,F
