comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
,,None,ID,"DC0719.4: Souffrir m'est doulx, et mon mal j'estime heur.",B,DC0719: Je me veulx tant a son vouloir offrir,None,18,None,None,,None,,None,None,None,None,22,None,None,None,None,Ct,S,24/07/2013 19:42:11,None,None,"Magruder, Katherine",None,None,None,None,None,None,T,None,B
,,None,None,"DC0719.4: Souffrir m'est doulx, et mon mal j'estime heur.",None,DC0719: Je me veulx tant a son vouloir offrir,None,15,None,None,,None,,None,None,None,None,17,None,None,None,None,None,None,24/07/2013 19:41:37,B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
,,None,None,"DC0719.3: SÃ§achant qu'elle a plaisir me veoir souffrir,",None,DC0719: Je me veulx tant a son vouloir offrir,None,14,None,S,,None,,None,B-flat,None,None,15,None,T,None,None,None,None,24/07/2013 19:41:19,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,HR Simple,"DC0719.3: SÃ§achant qu'elle a plaisir me veoir souffrir,",None,DC0719: Je me veulx tant a son vouloir offrir,None,14,None,None,,None,,None,None,None,None,14,None,None,None,None,None,None,24/07/2013 19:40:51,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,FI,"DC0719.3: SÃ§achant qu'elle a plaisir me veoir souffrir,",None,DC0719: Je me veulx tant a son vouloir offrir,None,10,None,None,,None,,None,None,None,None,13,None,None,None,S,S,None,24/07/2013 19:40:25,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,T
,,None,None,"DC0719.3: SÃ§achant qu'elle a plaisir me veoir souffrir,",None,DC0719: Je me veulx tant a son vouloir offrir,None,13,None,None,,None,,None,None,None,None,14,None,None,Ct,None,None,None,24/07/2013 19:39:49,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,Invertible Counterpoint,None,PEn,"DC0719.3: SÃ§achant qu'elle a plaisir me veoir souffrir,",None,DC0719: Je me veulx tant a son vouloir offrir,None,9,None,None,,None,,None,None,None,None,11,None,None,None,B,T,Ct,24/07/2013 19:39:01,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,B
,,None,None,"DC0719.2: Que ne requiers remede Ã  ma langueur,",None,DC0719: Je me veulx tant a son vouloir offrir,None,9,None,S,,None,,None,G,None,None,9,None,T,None,None,None,None,24/07/2013 19:38:23,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0719.2: Que ne requiers remede Ã  ma langueur,",None,DC0719: Je me veulx tant a son vouloir offrir,None,8,None,None,,None,,None,None,None,None,8,None,None,Ct,None,None,None,24/07/2013 19:37:58,None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,None
,,None,None,"DC0719.2: Que ne requiers remede Ã  ma langueur,",None,DC0719: Je me veulx tant a son vouloir offrir,None,7,None,None,,None,,None,None,None,None,8,None,None,S,None,None,None,24/07/2013 19:37:38,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,PEn Stacked,"DC0719.2: Que ne requiers remede Ã  ma langueur,",B,DC0719: Je me veulx tant a son vouloir offrir,None,5,None,None,,None,,None,None,None,None,7,None,None,None,None,Ct,S,24/07/2013 19:37:17,None,None,"Magruder, Katherine",None,None,None,None,None,None,T,None,B
,,None,None,"DC0719.2: Que ne requiers remede Ã  ma langueur,",None,DC0719: Je me veulx tant a son vouloir offrir,None,5,None,None,,None,,None,None,None,None,6,None,None,None,None,None,None,24/07/2013 19:36:32,None,None,"Magruder, Katherine",None,Text Overlap,None,None,None,None,None,None,None
,,None,None,"DC0719.1: Je me veulx tant Ã  son vouloir offrir,",None,DC0719: Je me veulx tant a son vouloir offrir,None,4,None,None,,None,,None,D,None,None,4,None,None,None,None,None,None,24/07/2013 19:35:51,None,None,"Magruder, Katherine",None,None,None,None,Plagal,None,None,None,None
,,None,FI,"DC0719.1: Je me veulx tant Ã  son vouloir offrir,",None,DC0719: Je me veulx tant a son vouloir offrir,None,1,None,None,,None,,None,None,None,None,3,None,None,None,S,None,T,24/07/2013 19:34:48,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,S
,,None,HR Stagger,"DC0719.1: Je me veulx tant Ã  son vouloir offrir,",None,DC0719: Je me veulx tant a son vouloir offrir,None,1,None,None,,None,,None,None,None,None,2,None,None,None,None,None,None,24/07/2013 19:34:19,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
Endings; rhythm not staggered second time.,,None,None,DC0725.8: Mais las on crainct tousjours ce qu'on tient cher.,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,32,None,None,,None,,None,None,None,None,40,8,None,None,None,None,None,24/07/2013 17:33:56,None,Varied,"Magruder, Katherine",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,DC0725.8: Mais las on crainct tousjours ce qu'on tient cher.,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,37,None,S,,None,,None,F,None,None,38,None,T,None,None,None,None,24/07/2013 17:33:04,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,DC0725.8: Mais las on crainct tousjours ce qu'on tient cher.,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,36,None,None,,None,,None,None,None,None,37,None,None,S,None,None,None,24/07/2013 17:32:32,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,ID,DC0725.8: Mais las on crainct tousjours ce qu'on tient cher.,Ct,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,34,None,None,,None,,None,None,None,None,36,None,None,None,None,S,B,24/07/2013 17:32:10,None,None,"Magruder, Katherine",None,None,None,None,None,None,T,None,Ct
,,None,None,DC0725.8: Mais las on crainct tousjours ce qu'on tient cher.,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,33,None,None,,None,,None,None,None,None,34,None,None,S,None,None,None,24/07/2013 17:31:30,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,HR Stagger,DC0725.8: Mais las on crainct tousjours ce qu'on tient cher.,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,32,None,None,,None,,None,None,None,None,32,None,None,None,None,None,None,24/07/2013 17:31:05,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,HR Stagger,DC0725.8: Mais las on crainct tousjours ce qu'on tient cher.,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,30,None,None,,None,,None,None,None,None,30,None,None,None,None,None,None,24/07/2013 17:30:43,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,DC0725.7: Cela ne vient qu'a toy bien ne me fie:,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,29,None,S,,None,,None,F,None,None,30,None,T,None,None,None,None,24/07/2013 17:30:11,None,None,"Magruder, Katherine",None,None,None,None,CadInCad,None,None,None,None
,,None,None,DC0725.7: Cela ne vient qu'a toy bien ne me fie:,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,28,None,None,,None,,None,None,None,None,28,None,None,S,None,None,None,24/07/2013 17:29:38,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,Invertible Counterpoint,None,PEn,DC0725.7: Cela ne vient qu'a toy bien ne me fie:,B,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,26,None,None,,None,,None,None,None,None,28,None,None,None,None,S,Ct,24/07/2013 17:29:15,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,B
,,None,None,DC0725.7: Cela ne vient qu'a toy bien ne me fie:,None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,25,None,None,,None,,None,None,None,None,25,None,None,None,None,None,None,24/07/2013 17:27:33,None,None,"Magruder, Katherine",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0725.6: Ne vueilles poinct pour aultant te fascher,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,24,None,S,,None,,None,C,None,None,24,None,T,None,None,None,None,24/07/2013 17:27:05,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,ID,"DC0725.6: Ne vueilles poinct pour aultant te fascher,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,20,None,None,,None,,None,None,None,None,23,None,None,None,B,S,Ct,24/07/2013 17:26:34,None,None,"Magruder, Katherine",None,None,None,None,None,None,T,None,B
,,None,None,"DC0725.6: Ne vueilles poinct pour aultant te fascher,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,20,None,S,,None,,None,A,None,None,21,None,T,None,None,None,None,24/07/2013 17:25:58,None,None,"Magruder, Katherine",None,None,None,None,Phrygian,None,None,None,None
T @2 above.,,None,FI,"DC0725.6: Ne vueilles poinct pour aultant te fascher,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,18,None,None,,None,,None,None,None,None,20,None,None,None,None,None,B,24/07/2013 17:25:30,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,T
,,None,HR Stagger,"DC0725.6: Ne vueilles poinct pour aultant te fascher,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,17,None,None,,None,,None,None,None,None,17,None,None,None,None,None,None,24/07/2013 17:24:43,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0725.5: O mon seul bien, et d'ou despend ma vie,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,16,None,Ct,Displaced,None,,None,F,None,None,17,None,B,None,None,None,None,24/07/2013 17:24:01,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0725.5: O mon seul bien, et d'ou despend ma vie,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,15,None,None,,None,,None,None,None,None,16,None,None,S,None,None,None,24/07/2013 17:23:26,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,HR Simple,"DC0725.5: O mon seul bien, et d'ou despend ma vie,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,15,None,None,,None,,None,None,None,None,15,None,None,None,None,None,None,24/07/2013 17:23:01,None,None,"Magruder, Katherine",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0725.5: O mon seul bien, et d'ou despend ma vie,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,14,None,T,"Displaced, Inverted, Evaded",None,,None,F,None,None,14,None,Ct,None,None,None,None,24/07/2013 17:22:26,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0725.5: O mon seul bien, et d'ou despend ma vie,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,13,None,None,,None,,None,None,None,None,13,None,None,None,None,None,None,24/07/2013 17:21:49,None,None,"Magruder, Katherine",None,Text Pause,None,None,None,None,None,None,None
,,None,None,"DC0725.4: Acquis un but, ou chascun porte envie,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,5,None,None,,None,,None,None,None,None,12,2,None,None,None,None,None,24/07/2013 17:21:20,None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0725.3: Et que me voy avoir par dessus tous,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,1,None,None,,None,,None,None,None,None,5,1,None,None,None,None,None,24/07/2013 17:20:41,None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0725.2: SÃ§ais tu que cest c'est ta grace m'amye,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,12,None,S,,None,,None,F,None,None,12,None,T,None,None,None,None,24/07/2013 17:19:56,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,S,None,"DC0725.2: SÃ§ais tu que cest c'est ta grace m'amye,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,10,T,None,,None,,None,None,None,None,11,None,None,None,None,None,None,24/07/2013 17:19:30,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,HR Stagger,"DC0725.2: SÃ§ais tu que cest c'est ta grace m'amye,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,10,None,None,,None,,None,None,None,None,10,None,None,None,None,None,None,24/07/2013 17:19:11,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0725.2: SÃ§ais tu que cest c'est ta grace m'amye,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,7,None,None,,None,,None,None,None,None,9,2,None,None,None,None,None,24/07/2013 17:18:39,None,Exact,"Magruder, Katherine",None,None,None,None,None,None,None,Refrain,None
,,None,None,"DC0725.2: SÃ§ais tu que cest c'est ta grace m'amye,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,7,None,None,,None,,None,None,None,None,7,None,None,S,None,None,None,24/07/2013 17:13:54,None,None,"Magruder, Katherine",None,None,None,T,None,None,None,None,None
,,None,PEn,"DC0725.2: SÃ§ais tu que cest c'est ta grace m'amye,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,5,None,None,,None,,None,None,None,None,7,None,None,None,S,B,T,24/07/2013 17:13:35,None,None,"Magruder, Katherine",None,None,None,None,None,None,Ct,None,S
,,None,None,"DC0725.1: Ce qu'il me faict si aisement jaloux,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,5,None,S,,None,,None,C,None,None,5,None,T,None,None,None,None,24/07/2013 17:12:48,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,None,None,"DC0725.1: Ce qu'il me faict si aisement jaloux,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,4,None,None,,None,,None,None,None,None,4,None,None,S,None,None,None,24/07/2013 17:12:28,None,None,"Magruder, Katherine",None,None,None,Ct,None,None,None,None,None
,,None,None,"DC0725.1: Ce qu'il me faict si aisement jaloux,",None,DC0725: Ce qu'il [=qui] me faict si aysÃ©ment jaloux,None,1,None,None,,None,,None,None,None,None,1,None,None,None,None,None,None,24/07/2013 17:12:03,None,None,"Magruder, Katherine",None,None,B,T,None,None,None,None,None
,,None,None,DC0727.9: En un lieu sans querelle.,None,DC0727: Quand tant me mectz devant mes yeulx,None,26,None,S,,None,,None,F,None,None,27,None,T,None,None,None,None,24/07/2013 17:05:56,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,S,None,DC0727.9: En un lieu sans querelle.,None,DC0727: Quand tant me mectz devant mes yeulx,None,26,T,None,,None,,None,None,None,None,26,None,None,None,None,None,None,24/07/2013 17:05:25,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,PEn,DC0727.9: En un lieu sans querelle.,Ct,DC0727: Quand tant me mectz devant mes yeulx,None,24,None,None,,None,,None,None,None,None,25,None,None,None,None,B,S,24/07/2013 17:04:44,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,Ct
,,None,ID,DC0727.9: En un lieu sans querelle.,Ct,DC0727: Quand tant me mectz devant mes yeulx,None,21,None,None,,None,,None,None,None,None,23,None,None,None,None,B,S,24/07/2013 17:04:08,None,None,"Magruder, Katherine",None,None,None,None,None,None,T,None,Ct
,,None,None,"DC0727.8: Avec foy Ã  peine jamais,",None,DC0727: Quand tant me mectz devant mes yeulx,None,21,None,T,"Displaced, Inverted, Evaded",None,,None,C,None,None,22,None,Ct,None,None,None,None,24/07/2013 17:03:15,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
,,S,HR Stagger,"DC0727.8: Avec foy Ã  peine jamais,",None,DC0727: Quand tant me mectz devant mes yeulx,None,17,T,None,,None,,None,None,None,None,18,None,None,None,None,None,None,24/07/2013 17:02:33,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0727.7: Qu'elle nourrist grace, et beaultÃ© en paix,",None,DC0727: Quand tant me mectz devant mes yeulx,None,16,None,Ct,Displaced,None,,None,A,None,None,17,None,B,None,None,None,None,24/07/2013 17:02:01,None,None,"Magruder, Katherine",None,None,None,None,Phrygian,None,None,None,None
,,None,None,"DC0727.7: Qu'elle nourrist grace, et beaultÃ© en paix,",None,DC0727: Quand tant me mectz devant mes yeulx,None,13,None,None,,None,Romanesca,None,None,None,None,16,None,None,None,None,None,None,24/07/2013 17:01:13,B,None,"Magruder, Katherine",None,None,S,None,None,None,None,None,None
,,None,HR Dance,"DC0727.7: Qu'elle nourrist grace, et beaultÃ© en paix,",None,DC0727: Quand tant me mectz devant mes yeulx,None,13,None,None,,None,,None,None,None,None,16,None,None,None,None,None,None,24/07/2013 17:00:45,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0727.6: Pour tout asseurÃ©,",None,DC0727: Quand tant me mectz devant mes yeulx,None,12,None,T,Inverted,None,,None,A,None,None,12,None,S,None,None,None,None,24/07/2013 16:59:00,None,None,"Magruder, Katherine",None,None,None,None,Phrygian,None,None,None,None
,,None,None,"DC0727.6: Pour tout asseurÃ©,",None,DC0727: Quand tant me mectz devant mes yeulx,None,11,None,None,,None,,None,None,None,None,12,None,None,S,None,None,None,24/07/2013 16:58:22,None,None,"Magruder, Katherine",None,None,None,B,None,None,None,None,None
,,None,HR Stagger,"DC0727.6: Pour tout asseurÃ©,",None,DC0727: Quand tant me mectz devant mes yeulx,None,10,None,None,,None,,None,None,None,None,11,None,None,None,None,None,None,24/07/2013 16:57:56,None,None,"Magruder, Katherine",None,None,None,None,None,None,None,None,None
,,None,None,"DC0727.5: Mais si n'ay-je peur ny demie,",None,DC0727: Quand tant me mectz devant mes yeulx,None,10,None,Ct,Displaced,None,,None,F,None,None,10,None,B,None,None,None,None,24/07/2013 16:57:24,None,None,"Magruder, Katherine",None,None,None,None,Authentic,None,None,None,None
